,Category,Description,Data.Cholesterol,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin C,Data.Fiber,Data.Major Minerals.Calcium,Data.Protein,Data.Fat.Monosaturated Fat,Data.Major Minerals.Sodium,Data.Major Minerals.Iron,Data.Sugar Total
3590,Pie,"Pie, cherry, made with cream cheese and sour cream",47,84,0.7,0.6,38,3.13,4.043,80,1.02,31.57
3591,Pie,"Pie, banana cream",51,61,1.6,0.7,75,4.4,5.719,240,1.04,12.06
3592,Pie,"Pie, banana cream, individual size or tart",38,39,1.5,1.1,59,4.52,4.192,191,1.04,13.92
3593,Pie,"Pie, buttermilk",56,27,0.2,0.4,39,4.14,7.338,172,0.98,40.44
3594,Pie,"Pie, chess",128,130,0.0,0.9,25,5.31,6.95,235,1.23,41.51
3595,Pie,"Pie, chocolate cream",12,46,0.0,0.8,66,4.15,7.336,266,1.49,27.39
3596,Pie,"Pie, chocolate cream, individual size or tart",38,14,0.0,1.5,74,5.3,5.35,259,2.14,17.79
3597,Pie,"Pie, coconut cream",0,27,0.0,1.3,29,2.1,7.26,204,0.8,18.52
3598,Pie,"Pie, coconut cream, individual size or tart",52,23,0.1,0.8,79,5.45,4.179,229,1.14,11.13
3599,Pie,"Pie, custard",33,57,0.6,1.6,80,5.5,4.797,275,0.58,11.58
3600,Pie,"Pie, custard, individual size or tart",55,24,0.0,0.5,87,5.74,1.835,381,1.12,11.68
3601,Mixed fruit tart filled with custard or cream cheese,Mixed fruit tart filled with custard or cream cheese,47,73,18.0,1.4,57,3.54,3.248,116,0.66,11.07
3602,Dessert pizza,Dessert pizza,3,15,23.8,1.7,21,1.87,4.652,130,0.9,15.75
3603,Pie,"Pie, lemon cream",54,56,3.1,0.4,68,4.61,4.607,236,0.85,27.84
3604,Pie,"Pie, lemon cream, individual size or tart",48,51,2.8,0.5,62,4.68,5.258,261,1.01,24.99
3605,Pie,"Pie, peanut butter cream",40,49,0.0,1.1,88,7.73,6.218,310,1.24,18.52
3606,Pie,"Pie, pineapple cream",37,33,1.1,0.5,49,3.77,2.948,135,0.92,17.67
3607,Pie,"Pie, pumpkin",26,448,0.0,1.8,64,3.9,4.6,239,0.9,18.88
3608,Pie,"Pie, pumpkin, individual size or tart",26,448,0.0,1.8,64,3.9,4.6,239,0.9,18.88
3609,Pie,"Pie, sour cream, raisin",58,87,0.6,1.5,63,5.06,7.904,255,1.56,14.02
3610,Pie,"Pie, squash",38,120,2.5,1.3,65,4.0,3.02,166,0.93,15.62
3611,Pie,"Pie, strawberry cream",19,69,23.8,1.1,20,1.65,3.392,82,0.61,16.98
3612,Pie,"Pie, strawberry cream, individual size or tart",16,60,20.8,1.1,19,2.23,4.57,77,0.88,14.81
3613,Pie,"Pie, sweet potato",59,512,6.1,1.9,44,3.26,4.708,191,0.98,16.59
3614,Pie,"Pie, vanilla cream",62,83,0.5,0.6,90,4.8,6.043,260,1.02,12.68
3615,Pie,"Pie, chiffon, not chocolate",122,53,4.2,0.5,23,6.66,4.691,203,1.38,26.71
3616,Pie,"Pie, chiffon, chocolate",95,55,0.0,1.4,24,6.39,5.866,202,2.17,24.0
3617,Pie,"Pie, black bottom",68,140,0.1,1.2,81,5.48,5.749,214,2.55,21.05
3618,Pie,"Pie, lemon meringue",45,51,3.2,1.2,56,1.5,2.685,172,0.61,23.86
3619,Pie,"Pie, lemon meringue, individual size or tart",45,51,3.2,1.2,56,1.5,2.685,172,0.61,23.86
3620,Pie,"Pie, chocolate-marshmallow",9,96,0.0,1.6,103,4.61,6.181,186,1.35,35.32
3621,Pie,"Pie, pecan",42,51,0.0,2.1,22,4.5,8.317,275,0.93,25.18
3622,Pie,"Pie, pecan, individual size or tart",42,51,0.0,2.1,22,4.5,8.317,275,0.93,25.18
3623,Pie,"Pie, oatmeal",67,85,0.0,1.4,23,5.12,6.691,242,1.42,41.84
3624,Pie,"Pie, pudding, flavors other than chocolate",1,1,0.1,0.5,39,2.85,5.329,288,0.87,12.64
3625,Pie,"Pie, Toll house chocolate chip",38,204,0.2,2.3,33,5.86,14.764,309,2.03,26.98
3626,Pie,"Pie, shoo-fly",28,12,0.0,0.9,79,3.93,4.45,211,2.77,38.51
3627,Pie,"Pie, tofu with fruit",19,102,10.2,0.8,71,4.78,5.096,169,1.06,16.71
3628,Pie shell,Pie shell,0,0,0.0,3.3,21,6.5,13.562,467,2.8,4.23
3629,Pie shell,"Pie shell, graham cracker",0,0,0.0,1.9,29,5.1,16.928,471,2.6,18.13
3630,Pie shell,"Pie shell, chocolate wafer",0,0,0.0,2.7,32,6.08,14.482,503,4.3,26.31
3631,Vanilla wafer dessert base,Vanilla wafer dessert base,39,269,0.1,0.1,42,3.7,15.647,515,1.63,7.33
3632,Blintz,"Blintz, cheese-filled",85,85,0.0,0.4,115,9.06,2.911,430,1.02,9.51
3633,Blintz,"Blintz, fruit-filled",67,91,0.6,0.7,54,5.57,2.488,190,1.23,16.39
3634,Cobbler,"Cobbler, apple",0,5,1.1,0.9,77,2.31,1.974,198,0.8,23.13
3635,Cobbler,"Cobbler, apricot",1,56,4.9,1.8,65,2.64,1.735,140,0.97,22.42
3636,Cobbler,"Cobbler, berry",0,2,4.3,1.8,82,2.76,2.27,199,1.14,23.6
3637,Cobbler,"Cobbler, cherry",0,26,1.0,1.1,69,2.36,2.1,201,1.68,21.37
3638,Cobbler,"Cobbler, peach",0,12,1.8,1.4,66,2.48,1.854,169,1.02,23.63
3639,Cobbler,"Cobbler, pear",1,7,1.9,2.4,70,2.15,1.933,163,0.92,24.68
3640,Cobbler,"Cobbler, plum",1,14,4.4,1.3,65,2.28,1.871,154,0.88,24.09
3641,Cobbler,"Cobbler, rhubarb",1,31,2.8,1.3,98,2.37,2.764,223,0.93,33.11
3642,Crisp,"Crisp, apple, apple dessert",0,29,2.2,1.5,48,2.09,1.446,167,0.74,19.91
3643,Fritter,"Fritter, apple",79,53,1.3,1.3,60,6.46,9.779,44,1.6,14.01
3644,Fritter,"Fritter, banana",54,54,3.9,2.1,43,5.05,8.646,46,1.25,14.25
3645,Fritter,"Fritter, berry",65,64,3.5,1.8,51,5.62,8.904,54,1.44,12.88
3646,Crisp,"Crisp, blueberry",0,100,5.0,1.9,6,1.87,4.73,154,0.82,27.76
3647,Crisp,"Crisp, cherry",0,79,0.9,0.9,81,1.68,3.234,343,1.36,29.73
3648,Crisp,"Crisp, peach",0,81,2.6,1.3,25,1.71,3.232,330,0.88,28.9
3649,Cream puff,"Cream puff, eclair, custard or cream filled, NS as to icing",131,262,0.2,0.3,41,4.5,6.631,137,0.84,2.36
3650,Cream puff,"Cream puff, eclair, custard or cream filled, not iced",135,224,0.2,0.4,35,4.92,5.997,165,1.03,2.22
3651,Cream puff,"Cream puff, eclair, custard or cream filled, iced",66,23,0.0,0.9,35,4.41,6.07,265,0.95,22.05
3652,Cream puff,"Cream puff, eclair, custard or cream filled, iced, reduced fat",45,19,0.0,1.0,50,3.46,2.852,262,1.0,33.44
3653,Cream puff,"Cream puff, no filling or icing",171,288,0.0,0.8,36,9.0,11.128,483,2.02,0.25
3654,Air filled fritter or fried puff,"Air filled fritter or fried puff, without syrup, Puerto Rican style",126,211,0.0,0.6,25,6.46,10.698,587,1.61,33.95
3655,Wheat flour fritter,"Wheat flour fritter, without syrup",149,250,0.0,0.7,28,7.64,18.077,230,1.88,0.22
3656,Sopaipilla,"Sopaipilla, without syrup or honey",0,0,0.0,1.4,96,5.49,8.036,898,2.64,0.14
3657,Sopaipilla with syrup or honey,Sopaipilla with syrup or honey,0,0,0.1,1.1,73,4.16,6.489,670,2.07,20.88
3658,Crepe,"Crepe, NS as to filling",67,91,3.8,1.2,50,4.56,2.934,179,0.93,16.25
3659,Crepe,"Crepe, chocolate filled",58,63,0.2,0.2,70,4.85,3.068,221,1.44,12.28
3660,Crepe,"Crepe, fruit filled",67,91,3.8,1.2,50,4.56,2.935,179,0.93,16.25
3661,Tamale,"Tamale, sweet",0,0,0.0,2.3,49,2.22,5.02,265,1.4,15.44
3662,Tamale,"Tamale, sweet, with fruit",0,1,1.9,2.1,37,1.79,3.377,179,1.07,14.7
3663,Strudel,"Strudel, apple",6,6,1.7,2.2,15,3.3,3.267,135,0.42,25.75
3664,Strudel,"Strudel, berry",15,60,5.4,2.5,26,3.46,2.72,150,1.32,26.95
3665,Strudel,"Strudel, cherry",12,65,1.0,1.8,30,4.23,2.866,136,1.98,27.66
3666,Strudel,"Strudel, cheese",60,129,0.6,0.7,153,8.0,3.728,192,1.16,21.12
3667,Strudel,"Strudel, peach",13,63,2.9,1.9,21,3.14,2.28,133,1.2,23.2
3668,Strudel,"Strudel, cheese and fruit",39,85,4.2,0.9,109,5.51,2.453,126,1.0,18.46
3669,Baklava,Baklava,47,150,1.3,2.1,27,5.62,8.143,354,1.89,13.14
3670,Basbousa,Basbousa,3,13,0.2,0.5,113,4.15,3.289,83,0.94,30.4
3671,Turnover or dumpling,"Turnover or dumpling, apple",0,4,0.8,1.3,8,3.64,7.329,324,1.64,15.81
3672,Turnover or dumpling,"Turnover or dumpling, berry",0,1,3.2,1.9,8,3.77,7.13,314,1.7,16.18
3673,Turnover or dumpling,"Turnover or dumpling, cherry",0,20,0.7,1.3,10,3.27,6.147,278,2.01,16.45
3674,Turnover or dumpling,"Turnover or dumpling, lemon",51,29,2.1,0.7,12,3.47,6.462,284,1.37,14.11
3675,Turnover or dumpling,"Turnover or dumpling, peach",0,8,1.2,1.6,8,3.95,6.701,336,1.77,14.94
3676,Turnover,"Turnover, guava",0,24,76.1,3.3,16,3.98,6.542,136,1.37,14.85
3677,Turnover,"Turnover, pumpkin",39,301,1.6,1.6,98,5.56,5.55,140,1.69,8.35
3678,Pastry,"Pastry, fruit-filled",17,23,0.9,4.4,30,4.57,8.823,8,1.73,25.93
3679,Pastry,"Pastry, made with bean or lotus seed paste filling, baked",45,19,0.2,2.7,19,6.8,1.056,88,2.21,36.51
3680,Pastry,"Pastry, made with bean paste and salted egg yolk filling, baked",222,81,0.2,2.2,38,8.38,2.878,547,2.31,30.56
3681,Pastry,"Pastry, Chinese, made with rice flour",0,0,0.0,1.1,20,2.46,1.864,8,0.39,19.09
3682,Pastry,"Pastry, cookie type, fried",102,111,1.0,1.0,73,5.79,9.273,77,1.55,12.84
3683,Pastry,"Pastry, Italian, with cheese",38,81,0.0,0.8,145,7.38,2.712,67,1.23,13.08
3684,Pastry,"Pastry, puff",0,0,0.0,1.5,10,7.4,8.828,253,2.6,0.75
3685,Pastry,"Pastry, puff, custard or cream filled, iced or not iced",39,102,0.1,0.8,45,5.86,7.051,166,1.55,4.7
3686,Cheese pastry puffs,Cheese pastry puffs,111,207,0.0,0.4,122,9.27,7.713,557,1.24,0.25
3687,Pastry,"Pastry, mainly flour and water, fried",0,0,0.0,3.7,145,7.75,6.064,693,3.5,15.68
3688,Empanada,"Empanada, Mexican turnover, fruit-filled",10,32,1.4,2.2,62,4.7,5.995,418,2.22,6.96
3689,Empanada,"Empanada,  Mexican turnover, pumpkin",0,240,1.2,2.1,67,4.57,4.637,401,2.49,8.78
3690,Breakfast pastry,"Breakfast pastry, NFS",114,15,3.9,1.9,46,5.4,10.026,445,1.77,27.53
3691,Danish pastry,"Danish pastry, plain or spice",21,6,0.1,1.3,71,7.0,12.515,414,1.96,19.78
3692,Danish pastry,"Danish pastry, with fruit",114,15,3.9,1.9,46,5.4,10.026,445,1.77,27.53
3693,Danish pastry,"Danish pastry, with cheese",23,35,0.1,1.0,35,8.0,11.313,417,1.8,6.95
3694,Doughnut,"Doughnut, NFS",20,4,0.6,1.8,69,5.52,7.567,378,2.36,23.51
3695,Doughnut,"Doughnut, cake type, plain",10,4,0.0,1.7,40,5.31,8.544,477,2.53,18.15
3696,Doughnut,"Doughnut, chocolate",7,3,0.0,3.7,38,5.2,7.542,388,2.81,26.05
3697,Doughnut,"Doughnut, cake type, powdered sugar",9,4,0.0,1.6,37,4.9,7.887,440,2.34,24.28
3698,Doughnut,"Doughnut, cake type, with icing",8,3,0.0,1.4,33,4.25,7.807,418,2.06,27.14
3699,Doughnut,"Doughnut, cake type, chocolate icing",8,3,0.0,1.5,34,4.47,8.639,418,2.31,26.06
3700,Doughnut,"Doughnut, chocolate, with chocolate icing",7,3,0.0,3.9,39,5.42,8.374,388,3.06,24.97
3701,Doughnut holes,Doughnut holes,20,4,0.6,1.8,69,5.52,7.567,378,2.36,23.51
3702,Churros,Churros,29,5,1.2,2.6,110,6.05,7.09,309,2.42,23.38
3703,Beignet,Beignet,27,4,1.1,1.9,90,5.46,6.443,281,2.12,31.09
3704,Doughnut,"Doughnut, yeast type",30,5,1.2,2.1,101,6.14,7.248,316,2.38,22.75
3705,Doughnut,"Doughnut, yeast type, with chocolate icing",24,4,1.0,1.9,82,5.13,7.602,289,2.19,29.74
3706,Doughnut,"Doughnut, jelly",24,4,1.1,1.9,82,4.94,5.799,259,1.94,28.44
3707,Doughnut,"Doughnut, custard-filled",24,4,1.0,1.7,91,5.2,6.256,287,1.92,21.59
3708,Doughnut,"Doughnut, custard-filled, with icing",20,4,0.8,1.6,77,4.52,6.716,270,1.84,27.61
3709,Breakfast tart,Breakfast tart,0,202,0.0,1.8,12,4.01,2.186,311,4.35,31.0
3710,Breakfast tart,"Breakfast tart, lowfat",0,285,3.8,1.5,44,3.99,3.338,361,3.42,4.87
3711,Coffee cake,"Coffee cake, crumb or quick-bread type",57,113,0.1,1.5,135,6.39,3.858,336,1.99,26.55
3712,Coffee cake,"Coffee cake, crumb or quick-bread type, with fruit",36,72,0.9,1.3,87,4.13,2.453,213,1.29,33.79
3713,Coffee cake,"Coffee cake, crumb or quick-bread type, cheese-filled",57,117,0.1,1.3,151,6.72,3.714,304,1.72,22.81
3714,Cereal or granola bar (General Mills Fiber One Chewy Bar),Cereal or granola bar (General Mills Fiber One Chewy Bar),0,0,1.2,22.5,250,5.0,3.522,237,0.9,25.0
3715,Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar),Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar),0,604,7.8,3.0,576,4.22,1.989,354,6.14,28.98
3716,Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar),Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar),0,604,7.8,3.0,576,4.22,1.989,354,6.14,28.98
3717,Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar),Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar),0,267,0.2,7.5,65,9.38,5.705,195,5.65,32.45
3718,Milk 'n Cereal bar,Milk 'n Cereal bar,6,188,15.4,0.4,410,6.47,1.186,319,5.99,45.97
3719,Cereal or granola bar (Kellogg's Special K bar),Cereal or granola bar (Kellogg's Special K bar),0,0,0.0,1.8,31,9.09,6.567,428,2.56,31.8
3720,Cereal or granola bar (Kashi Chewy),Cereal or granola bar (Kashi Chewy),6,17,0.4,7.7,103,16.67,2.558,321,1.62,42.31
3721,Cereal or granola bar (Kashi Crunchy),Cereal or granola bar (Kashi Crunchy),0,2,0.0,11.4,0,18.57,9.486,293,3.39,17.14
3722,Cereal or granola bar (KIND Fruit and Nut Bar),Cereal or granola bar (KIND Fruit and Nut Bar),0,0,0.1,6.6,115,13.69,19.004,45,3.09,22.56
3723,Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix),Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix),0,302,0.1,3.8,116,5.71,4.585,185,8.71,42.86
3724,Cereal or granola bar,"Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)",0,475,0.0,4.4,286,5.71,6.372,271,1.03,40.0
3725,Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar),Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar),0,142,0.3,2.9,57,9.14,9.083,414,1.44,33.14
3726,Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar),Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar),0,2,0.9,5.3,61,10.1,4.38,294,2.95,28.57
3727,Cereal or granola bar (Quaker Chewy Granola Bar),Cereal or granola bar (Quaker Chewy Granola Bar),0,0,0.0,3.8,41,5.65,6.967,291,2.19,28.92
3728,Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar),Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar),0,3,0.5,4.2,333,4.17,2.945,313,1.5,29.17
3729,Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar),Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar),0,0,0.1,3.1,417,5.55,5.303,312,2.03,20.8
3730,Cereal or granola bar (Quaker Chewy Dipps Granola Bar),Cereal or granola bar (Quaker Chewy Dipps Granola Bar),0,4,0.3,3.2,65,7.52,3.499,269,1.16,37.61
3731,Cereal or granola bar (Quaker Granola Bites),Cereal or granola bar (Quaker Granola Bites),0,2,0.2,5.7,41,7.17,3.194,167,1.56,30.0
3732,Snack bar,"Snack bar, oatmeal",36,236,0.9,4.6,333,6.67,1.531,367,6.0,31.54
3733,Cereal or Granola bar,"Cereal or Granola bar, NFS",0,2,0.9,5.3,61,10.1,4.38,294,2.95,28.57
3734,Cereal or granola bar,"Cereal or granola bar, lowfat, NFS",0,3,0.5,4.2,333,4.17,2.945,313,1.5,29.17
3735,Cereal or granola bar,"Cereal or granola bar, nonfat",0,1,1.7,7.4,3,5.9,0.24,16,4.0,45.24
3736,Cereal or granola bar,"Cereal or granola bar, reduced sugar, NFS",0,0,0.1,3.1,417,5.55,5.303,312,2.03,20.8
3737,Cereal or granola bar,"Cereal or granola bar, fruit and nut",0,0,0.1,6.6,115,13.69,19.004,45,3.09,22.56
3738,Cereal or granola bar,"Cereal or granola bar, peanuts , oats, sugar, wheat germ",0,2,0.9,5.3,61,10.1,4.38,294,2.95,28.57
3739,Cereal or granola bar,"Cereal or granola bar, chocolate coated, NFS",0,4,0.3,3.2,65,7.52,3.499,269,1.16,37.61
3740,Cereal or granola bar,"Cereal or granola bar, with coconut, chocolate coated",0,0,0.5,6.2,42,5.2,4.97,152,1.75,34.27
3741,Cereal or granola bar with nuts,"Cereal or granola bar with nuts, chocolate coated",12,8,0.6,3.8,108,9.6,6.561,193,1.45,23.63
3742,Cereal or granola bar,"Cereal or granola bar, oats, nuts, coated with non-chocolate coating",0,5,0.2,4.3,136,8.6,9.491,486,1.49,34.0
3743,Cereal or granola bar,"Cereal or granola bar, coated with non-chocolate coating",12,5,0.6,2.8,108,10.2,6.54,193,1.45,23.74
3744,Cereal or granola bar,"Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating",0,0,1.2,22.5,250,5.0,3.522,237,0.9,25.0
3745,Cereal or granola bar,"Cereal or granola bar, with rice cereal",0,270,0.0,0.0,3,3.4,2.5,351,2.2,19.36
3746,Breakfast bar,"Breakfast bar, NFS",0,608,0.0,2.1,41,4.4,5.0,337,4.86,35.1
3747,Breakfast bar,"Breakfast bar, date, with yogurt coating",0,9,0.3,4.6,64,3.7,3.003,350,2.9,46.36
3748,Breakfast bar,"Breakfast bar, cereal crust with fruit filling, lowfat",0,608,0.0,2.1,41,4.4,5.0,337,4.86,35.1
3749,Nutrition bar (Balance Original Bar),Nutrition bar (Balance Original Bar),1,1496,11.2,3.1,543,28.0,8.115,253,10.9,34.89
3750,Nutrition bar (Clif Bar),Nutrition bar (Clif Bar),0,1,88.2,7.4,368,14.71,1.093,195,6.62,31.62
3751,Nutrition bar (Clif Kids Organic Zbar),Nutrition bar (Clif Kids Organic Zbar),0,0,39.1,8.3,444,5.55,2.447,375,2.7,30.56
3752,Nutrition bar (PowerBar),Nutrition bar (PowerBar),0,0,92.3,5.7,504,14.15,1.05,308,11.7,30.07
3753,Nutrition bar (Slim Fast Original Meal Bar),Nutrition bar (Slim Fast Original Meal Bar),7,940,96.6,5.1,668,16.19,2.428,253,4.98,25.0
3754,Nutrition bar (Snickers Marathon Protein Bar),Nutrition bar (Snickers Marathon Protein Bar),6,652,75.0,12.5,625,25.0,2.645,238,10.13,28.75
3755,Nutrition bar (South Beach Living Meal Bar),Nutrition bar (South Beach Living Meal Bar),7,940,96.6,5.1,668,16.19,2.428,253,4.98,25.0
3756,Nutrition bar (South Beach Living High Protein Bar),Nutrition bar (South Beach Living High Protein Bar),3,391,27.9,7.3,322,30.34,4.29,436,5.4,15.17
3757,Nutrition bar (Tiger's Milk),Nutrition bar (Tiger's Milk),2,1,16.8,2.3,429,16.8,7.907,168,10.28,36.4
3758,Nutrition bar (Zone Perfect Classic Crunch),Nutrition bar (Zone Perfect Classic Crunch),8,1050,120.0,2.0,200,30.0,3.828,444,3.6,27.0
3759,Nutrition bar or meal replacement bar,"Nutrition bar or meal replacement bar, NFS",8,1050,120.0,2.0,200,30.0,3.828,444,3.6,27.0
3760,Cereal bar with fruit filling,"Cereal bar with fruit filling, baby food",1,14,2.4,1.7,1053,5.43,3.107,157,13.16,42.0
3761,Cookie,"Cookie, fruit, baby food",4,117,1.5,3.4,83,6.8,4.865,9,2.9,24.2
3762,Cookie,"Cookie, baby food",12,6,7.0,0.2,101,11.8,5.99,300,4.18,24.2
3763,Cookie,"Cookie, teething, baby",7,28,9.1,1.4,263,10.7,1.702,285,3.55,12.65
3764,Cookie,"Cookie, rice, baby",0,0,0.0,0.0,0,12.5,0.224,313,0.0,12.5
3765,Crackers,"Crackers, NFS",0,0,0.0,2.3,120,6.64,6.553,726,4.03,8.18
3766,Graham crackers,Graham crackers,0,0,0.0,3.4,77,6.69,2.509,516,3.78,24.85
3767,Graham crackers (Teddy Grahams),Graham crackers (Teddy Grahams),0,0,0.0,3.4,77,6.69,2.509,516,3.78,24.85
3768,Graham crackers,"Graham crackers, chocolate covered",1,2,0.1,2.2,46,4.0,2.7,265,2.0,37.3
3769,Crackers,"Crackers, oatmeal",0,0,0.0,6.9,92,7.3,3.47,699,2.64,15.48
3770,Crackers,"Crackers, Cuban",0,0,0.0,1.0,74,5.6,7.13,459,6.43,17.6
3771,Graham crackers,"Graham crackers, reduced fat",0,0,0.0,5.7,429,5.71,1.718,629,3.09,22.86
3772,Graham crackers,"Graham crackers, sandwich, with filling",0,0,0.0,1.5,27,4.5,8.437,388,2.21,39.3
3773,Crackers,"Crackers, breakfast biscuit",0,1,0.2,7.3,46,7.12,5.321,430,3.94,22.83
3774,Crackers,"Crackers, butter, reduced sodium",0,0,0.0,10.5,50,8.8,5.88,186,3.08,0.37
3775,Crackers,"Crackers, matzo, reduced sodium",0,0,0.0,3.0,13,10.0,0.127,0,3.16,0.29
3776,Crackers,"Crackers, saltine, reduced sodium",0,0,0.0,2.9,118,9.39,2.221,646,5.07,2.19
3777,Crackers,"Crackers, wheat, reduced sodium",0,0,0.0,10.5,50,8.8,5.88,186,3.08,0.37
3778,Crackers,"Crackers, woven wheat, reduced sodium",0,0,0.0,10.5,50,8.8,5.88,186,3.08,0.37
3779,Crackers,"Crackers, butter, plain",0,0,0.0,2.3,120,6.64,6.553,726,4.03,8.18
3780,Crackers,"Crackers, butter, flavored",0,0,0.0,2.3,120,6.64,6.553,726,4.03,8.18
3781,Crackers,"Crackers, butter (Ritz)",0,0,0.0,2.3,120,6.64,6.553,726,4.03,8.18
3782,Crackers,"Crackers, butter, reduced fat",0,0,0.0,3.4,80,9.34,3.295,776,5.02,15.01
3783,Crackers,"Crackers, cheese",3,17,0.0,2.3,136,10.93,5.744,973,4.88,4.53
3784,Crackers,"Crackers, cheese (Cheez-It)",3,17,0.0,2.3,136,10.93,5.744,973,4.88,4.53
3785,Crackers,"Crackers, cheese (Goldfish)",3,17,0.0,2.3,136,10.93,5.744,973,4.88,4.53
3786,Crackers,"Crackers, cheese, reduced fat",0,9,0.0,3.3,67,10.0,2.121,1167,4.8,0.0
3787,Crackers,"Crackers, cheese, reduced sodium",13,17,0.0,2.4,151,10.1,11.852,458,4.77,0.28
3788,Crackers,"Crackers, cheese, whole grain",16,12,0.0,6.4,128,9.62,8.015,706,3.46,0.0
3789,Crackers,"Crackers, crispbread",0,0,0.0,16.5,31,7.9,0.165,410,2.43,1.07
3790,Crackers,"Crackers, flatbread",0,0,0.0,10.2,24,9.85,5.504,632,3.51,2.92
3791,Crackers,"Crackers, matzo",0,0,0.0,3.0,13,10.0,0.127,0,3.16,0.29
3792,Crackers,"Crackers, milk",11,16,0.2,3.4,172,7.6,5.485,687,3.58,10.32
3793,Crackers,"Crackers, oyster",0,1,0.0,2.8,19,9.46,1.986,941,5.57,1.29
3794,Chips,"Chips, rice",0,0,0.0,4.2,11,8.2,1.03,326,1.49,0.6
3795,Rice cake,Rice cake,0,0,0.0,4.2,11,7.1,1.582,71,1.49,0.88
3796,Crackers,"Crackers, rice",0,0,0.0,0.0,0,10.0,3.021,233,0.0,0.0
3797,Crackers,"Crackers, rice and nuts",0,0,0.0,0.8,21,10.78,5.404,360,0.29,0.37
3798,Popcorn cake,Popcorn cake,0,4,0.0,2.9,9,9.7,0.92,288,1.87,0.72
3799,Rice paper,Rice paper,0,0,0.0,2.1,10,5.07,0.376,310,0.38,0.27
3800,Crackers,"Crackers, saltine",0,1,0.0,2.8,19,9.46,1.986,941,5.57,1.29
3801,Crackers,"Crackers, saltine, reduced fat",0,0,0.0,2.7,22,10.5,0.142,849,7.72,0.38
3802,Crackers,"Crackers, saltine, multigrain",0,0,0.0,6.7,0,7.14,2.793,1214,5.14,0.0
3803,Crackers,"Crackers, multigrain",0,0,0.0,3.5,14,7.1,5.0,883,2.59,12.0
3804,Crackers,"Crackers, sandwich",0,1,0.0,2.3,81,11.47,13.468,801,2.77,10.5
3805,Crackers,"Crackers, sandwich, peanut butter filled",0,1,0.0,2.3,81,11.47,13.468,801,2.77,10.5
3806,Crackers,"Crackers, sandwich, peanut butter filled (Ritz)",0,0,0.0,2.5,0,7.5,10.8,575,2.7,10.0
3807,Crackers,"Crackers, sandwich, reduced fat, peanut butter filled",0,0,0.0,2.8,0,8.33,5.556,639,3.0,11.11
3808,Crackers,"Crackers, whole grain, sandwich, peanut butter filled",0,0,0.0,9.4,33,14.12,9.779,635,3.07,9.41
3809,Crackers,"Crackers, sandwich, cheese filled",2,17,0.1,1.9,257,9.3,11.254,978,2.39,3.18
3810,Crackers,"Crackers, sandwich, cheese filled (Ritz)",1,3,0.0,2.5,11,7.66,10.814,595,2.65,9.92
3811,Crackers,"Crackers, water",0,0,0.0,7.1,0,7.14,4.043,571,0.0,0.0
3812,Crackers,"Crackers, wonton",0,0,0.0,1.9,21,10.33,7.617,378,1.76,0.25
3813,Crackers,"Crackers, woven wheat",0,0,0.0,8.6,64,8.94,3.359,750,2.99,8.34
3814,Crackers,"Crackers, woven wheat, plain (Triscuit)",0,0,0.0,8.6,64,8.94,3.359,750,2.99,8.34
3815,Crackers,"Crackers, woven wheat, flavored (Triscuit)",0,0,0.0,8.6,64,8.94,3.359,750,2.99,8.34
3816,Crackers,"Crackers, woven wheat, reduced fat",0,0,0.0,10.9,39,11.34,1.609,745,3.56,1.22
3817,Crackers,"Crackers, wheat",0,0,0.0,8.6,64,8.94,3.359,750,2.99,8.34
3818,Crackers,"Crackers, wheat, plain (Wheat Thins)",0,0,0.0,8.6,64,8.94,3.359,750,2.99,8.34
3819,Crackers,"Crackers, wheat, flavored (Wheat Thins)",0,0,0.0,8.6,64,8.94,3.359,750,2.99,8.34
3820,Crackers,"Crackers, wheat, reduced fat",0,0,0.0,3.4,80,9.34,3.295,776,5.02,15.01
3821,Crackers,"Crackers, corn",0,0,0.0,6.9,92,7.3,3.47,699,2.64,15.48
3822,Crackers,"Crackers, gluten free, plain",0,0,0.0,10.2,238,11.25,7.004,438,2.83,0.86
3823,Crackers,"Crackers, gluten free, flavored",0,0,0.0,10.2,238,11.25,7.004,438,2.83,0.86
