,Category,Description,Data.Cholesterol,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin C,Data.Fiber,Data.Major Minerals.Calcium,Data.Protein,Data.Fat.Monosaturated Fat,Data.Major Minerals.Sodium,Data.Major Minerals.Iron,Data.Sugar Total
668,Beef steak,"Beef steak, breaded or floured, baked or fried, lean only eaten",59,5,0.0,0.7,52,25.02,4.749,446,2.52,1.28
669,Beef steak,"Beef steak, battered, fried, NS as to fat eaten",124,28,0.0,0.3,24,21.2,5.18,273,2.21,0.07
670,Beef steak,"Beef steak, battered, fried, lean and fat eaten",130,31,0.0,0.4,25,19.86,6.308,365,2.2,0.08
671,Beef steak,"Beef steak, battered, fried, lean only eaten",129,30,0.0,0.4,25,20.34,5.365,366,2.21,0.08
672,Beef steak,"Beef steak, braised, NS as to fat eaten",105,0,0.0,0.0,13,30.8,5.682,393,3.65,0.0
673,Beef steak,"Beef steak, braised, lean and fat eaten",105,0,0.0,0.0,13,30.8,5.682,393,3.65,0.0
674,Beef steak,"Beef steak, braised, lean only eaten",76,2,0.0,0.0,14,28.94,2.483,394,2.59,0.0
675,Beef,"Beef, oxtails, cooked",105,0,0.0,0.0,13,30.8,5.682,393,3.65,0.0
676,Beef,"Beef, neck bones, cooked",119,0,0.0,0.0,17,29.87,8.207,372,2.51,0.0
677,Beef,"Beef, shortribs, cooked, NS as to fat eaten",92,0,0.0,0.0,11,30.5,7.914,380,3.33,0.0
678,Beef,"Beef, shortribs, cooked, lean and fat eaten",93,0,0.0,0.0,12,21.39,18.723,372,2.29,0.0
679,Beef,"Beef, shortribs, cooked, lean only eaten",92,0,0.0,0.0,11,30.5,7.914,380,3.33,0.0
680,Beef,"Beef, shortribs, barbecued, with sauce, NS as to fat eaten",69,3,0.2,0.3,19,15.98,13.792,357,1.88,10.39
681,Beef,"Beef, shortribs, barbecued, with sauce, lean and fat eaten",69,3,0.2,0.3,19,15.98,13.792,357,1.88,10.39
682,Beef,"Beef, shortribs, barbecued, with sauce, lean only eaten",68,3,0.2,0.3,18,22.68,5.844,363,2.65,10.39
683,Beef,"Beef, cow head, cooked",86,3,0.0,0.0,13,25.89,7.345,372,2.18,0.0
684,Beef,"Beef, roast, roasted, NS as to fat eaten",75,1,0.0,0.0,11,28.57,2.048,373,2.57,0.0
685,Beef,"Beef, roast, roasted, lean and fat eaten",76,4,0.0,0.0,16,29.65,1.902,389,2.86,0.0
686,Beef,"Beef, roast, roasted, lean only eaten",76,1,0.0,0.0,15,29.13,1.587,417,2.35,0.0
687,Beef,"Beef, roast, canned",82,0,0.0,0.0,6,27.45,4.68,63,2.81,0.0
688,Beef,"Beef, pot roast, braised or boiled, NS as to fat eaten",105,0,0.0,0.0,13,30.8,5.682,393,3.65,0.0
689,Beef,"Beef, pot roast, braised or boiled, lean and fat eaten",77,3,0.0,0.0,13,29.09,1.928,397,2.89,0.0
690,Beef,"Beef, pot roast, braised or boiled, lean only eaten",105,0,0.0,0.0,13,30.8,5.682,393,3.65,0.0
691,Beef,"Beef, stew meat, cooked, NS as to fat eaten",105,0,0.0,0.0,13,30.8,5.682,393,3.65,0.0
692,Beef,"Beef, stew meat, cooked, lean and fat eaten",89,0,0.0,0.0,5,34.05,4.115,367,3.13,0.0
693,Beef,"Beef, stew meat, cooked, lean only eaten",105,0,0.0,0.0,13,30.8,5.682,393,3.65,0.0
694,Corned beef,"Corned beef, cooked, NS as to fat eaten",98,0,0.0,0.0,8,18.17,9.22,973,1.86,0.0
695,Corned beef,"Corned beef, cooked, lean and fat eaten",98,0,0.0,0.0,8,18.17,9.22,973,1.86,0.0
696,Corned beef,"Corned beef, cooked, lean only eaten",86,0,0.0,0.0,12,27.1,5.96,897,2.08,0.0
697,Corned beef,"Corned beef, canned, ready-to-eat",86,0,0.0,0.0,12,27.1,5.96,897,2.08,0.0
698,Beef brisket,"Beef brisket, cooked, NS as to fat eaten",92,0,0.0,0.0,6,29.5,4.611,392,2.79,0.0
699,Beef brisket,"Beef brisket, cooked, lean and fat eaten",92,0,0.0,0.0,7,26.57,8.608,387,2.51,0.0
700,Beef brisket,"Beef brisket, cooked, lean only eaten",92,0,0.0,0.0,6,29.5,4.611,392,2.79,0.0
701,Beef,"Beef, sandwich steak, flaked, formed, thinly sliced",73,0,0.0,0.0,8,18.41,11.85,52,1.88,0.0
702,Ground beef,"Ground beef, raw",71,4,0.0,0.0,17,17.44,8.48,66,1.97,0.0
703,Ground beef,"Ground beef, cooked",87,3,0.0,0.0,24,25.54,7.497,396,2.47,0.0
704,Ground beef patty,"Ground beef patty, cooked",87,3,0.0,0.0,27,25.45,8.194,383,2.41,0.0
705,Beef,"Beef, bacon, cooked",119,0,0.0,0.0,9,31.3,16.85,1500,3.14,0.0
706,Beef,"Beef, bacon, reduced sodium, cooked",110,11,0.0,0.0,11,37.04,18.52,1030,1.44,0.0
707,Beef,"Beef, dried, chipped, uncooked",79,0,0.0,0.0,8,31.1,0.84,2790,2.42,2.7
708,Beef,"Beef, dried, chipped, cooked in fat",81,0,0.0,0.0,7,28.12,5.075,2523,2.19,2.44
709,Beef jerky,Beef jerky,48,0,0.0,1.8,20,33.2,11.305,1785,5.42,9.0
710,Beef,"Beef, baby food, NS as to strained or junior",51,0,2.1,0.0,5,12.03,0.95,41,0.98,0.0
711,Beef,"Beef, baby food, strained",51,0,2.1,0.0,5,12.03,0.95,41,0.98,0.0
712,Beef,"Beef, baby food, junior",51,0,2.1,0.0,5,12.03,0.95,41,0.98,0.0
713,Pork,"Pork, NS as to cut, cooked, NS as to fat eaten",84,1,0.0,0.0,8,27.69,5.068,514,0.5,0.0
714,Pork,"Pork, NS as to cut, cooked, lean and fat eaten",84,1,0.0,0.0,8,27.69,5.068,514,0.5,0.0
715,Pork,"Pork, NS as to cut, cooked, lean only eaten",81,0,0.0,0.0,6,29.13,1.931,524,0.51,0.0
716,Pork,"Pork, NS as to cut, fried, NS as to fat eaten",84,1,0.0,0.0,8,27.69,5.068,514,0.5,0.0
717,Pork,"Pork, NS as to cut, fried, lean and fat eaten",84,1,0.0,0.0,8,27.69,5.068,514,0.5,0.0
718,Pork,"Pork, NS as to cut, fried, lean only eaten",81,0,0.0,0.0,6,29.13,1.931,524,0.51,0.0
719,Pork,"Pork, NS as to cut, breaded or floured, fried, NS as to fat eaten",96,17,0.0,1.0,51,25.0,4.412,551,1.63,1.43
720,Pork,"Pork, NS as to cut, breaded or floured, fried, lean and fat eaten",98,17,0.0,1.0,53,23.97,6.642,544,1.63,1.43
721,Pork,"Pork, NS as to cut, breaded or floured, fried, lean only eaten",96,17,0.0,1.0,51,25.0,4.412,551,1.63,1.43
722,Pork,"Pork, pickled, NS as to cut",83,11,0.0,0.0,32,11.63,5.677,946,0.31,0.0
723,Pork,"Pork, ground or patty, cooked",93,2,0.7,0.0,22,25.48,9.173,395,1.28,0.0
724,Pork,"Pork, ground or patty, breaded, cooked",67,6,0.5,0.6,51,20.3,9.736,388,1.61,1.24
725,Pork jerky,Pork jerky,48,0,0.0,1.8,20,33.2,11.305,1785,5.42,9.0
726,Pork chop,"Pork chop, NS as to cooking method, NS as to fat eaten",84,1,0.0,0.0,8,27.69,5.068,514,0.5,0.0
727,Pork chop,"Pork chop, NS as to cooking method, lean and fat eaten",84,1,0.0,0.0,8,27.69,5.068,514,0.5,0.0
728,Pork chop,"Pork chop, NS as to cooking method, lean only eaten",81,0,0.0,0.0,6,29.13,1.931,524,0.51,0.0
729,Pork chop,"Pork chop, broiled or baked, NS as to fat eaten",84,1,0.0,0.0,8,27.69,5.068,514,0.5,0.0
730,Pork chop,"Pork chop, broiled or baked, lean and fat eaten",84,1,0.0,0.0,8,27.69,5.068,514,0.5,0.0
731,Pork chop,"Pork chop, broiled or baked, lean only eaten",81,0,0.0,0.0,6,29.13,1.931,524,0.51,0.0
732,Pork chop,"Pork chop, breaded or floured, broiled or baked, NS as to fat eaten",77,1,0.0,0.6,30,26.78,4.728,556,1.05,0.76
733,Pork chop,"Pork chop, breaded or floured, broiled or baked, lean and fat eaten",77,1,0.0,0.6,30,26.78,4.728,556,1.05,0.76
734,Pork chop,"Pork chop, breaded or floured, broiled or baked, lean only eaten",74,0,0.0,0.6,28,28.09,1.879,566,1.05,0.76
735,Pork chop,"Pork chop, fried, NS as to fat eaten",84,1,0.0,0.0,8,27.69,5.068,514,0.5,0.0
736,Pork chop,"Pork chop, fried, lean and fat eaten",84,1,0.0,0.0,8,27.69,5.068,514,0.5,0.0
737,Pork chop,"Pork chop, fried, lean only eaten",81,0,0.0,0.0,6,29.13,1.931,524,0.51,0.0
738,Pork chop,"Pork chop, breaded or floured, fried, NS as to fat eaten",98,17,0.0,1.0,53,23.97,6.642,544,1.63,1.43
739,Pork chop,"Pork chop, breaded or floured, fried, lean and fat eaten",98,17,0.0,1.0,53,23.97,6.642,544,1.63,1.43
740,Pork chop,"Pork chop, breaded or floured, fried, lean only eaten",96,17,0.0,1.0,51,25.0,4.412,551,1.63,1.43
741,Pork chop,"Pork chop, battered, fried, NS as to fat eaten",70,4,0.0,0.4,39,22.6,6.668,419,1.13,1.52
742,Pork chop,"Pork chop, battered, fried, lean and fat eaten",70,4,0.0,0.4,39,22.6,6.668,419,1.13,1.52
743,Pork chop,"Pork chop, battered, fried, lean only eaten",68,3,0.0,0.4,37,23.67,4.344,427,1.13,1.52
744,Pork chop,"Pork chop, stewed, NS as to fat eaten",84,1,0.0,0.0,9,27.69,5.068,485,0.63,0.0
745,Pork chop,"Pork chop, stewed, lean and fat eaten",84,1,0.0,0.0,9,27.69,5.068,485,0.63,0.0
746,Pork chop,"Pork chop, stewed, lean only eaten",81,0,0.0,0.0,6,29.13,1.931,493,0.64,0.0
747,Pork chop,"Pork chop, smoked or cured, cooked, NS as to fat eaten",58,0,0.0,0.0,10,20.43,10.14,1072,0.95,0.0
748,Pork chop,"Pork chop, smoked or cured, cooked, lean and fat eaten",58,0,0.0,0.0,10,20.43,10.14,1072,0.95,0.0
749,Pork chop,"Pork chop, smoked or cured, cooked, lean only eaten",48,0,0.0,0.0,11,24.94,3.23,1231,1.08,0.0
750,Pork steak or cutlet,"Pork steak or cutlet, NS as to cooking method, NS as to fat eaten",82,1,0.0,0.0,16,22.96,6.683,490,1.14,0.0
751,Pork steak or cutlet,"Pork steak or cutlet, NS as to cooking method, lean and fat eaten",82,1,0.0,0.0,16,22.96,6.683,490,1.14,0.0
752,Pork steak or cutlet,"Pork steak or cutlet, NS as to cooking method, lean only eaten",79,0,0.0,0.0,14,24.61,3.226,497,1.22,0.0
753,Pork steak or cutlet,"Pork steak or cutlet, battered, fried, NS as to fat eaten",74,5,0.0,0.2,41,19.87,7.309,423,1.36,1.32
754,Pork steak or cutlet,"Pork steak or cutlet, battered, fried, lean and fat eaten",74,5,0.0,0.2,41,19.87,7.309,423,1.36,1.32
755,Pork steak or cutlet,"Pork steak or cutlet, battered, fried, lean only eaten",72,4,0.0,0.2,40,21.19,4.541,429,1.42,1.32
756,Pork steak or cutlet,"Pork steak or cutlet, broiled or baked, NS as to fat eaten",82,1,0.0,0.0,16,22.96,6.683,490,1.14,0.0
757,Pork steak or cutlet,"Pork steak or cutlet, broiled or baked, lean and fat eaten",82,1,0.0,0.0,16,22.96,6.683,490,1.14,0.0
758,Pork steak or cutlet,"Pork steak or cutlet, broiled or baked, lean only eaten",79,0,0.0,0.0,14,24.61,3.226,497,1.22,0.0
759,Pork steak or cutlet,"Pork steak or cutlet, fried, NS as to fat eaten",82,1,0.0,0.0,16,22.96,6.683,490,1.14,0.0
760,Pork steak or cutlet,"Pork steak or cutlet, fried, lean and fat eaten",82,1,0.0,0.0,16,22.96,6.683,490,1.14,0.0
761,Pork steak or cutlet,"Pork steak or cutlet, fried, lean only eaten",79,0,0.0,0.0,14,24.61,3.226,497,1.22,0.0
762,Pork steak or cutlet,"Pork steak or cutlet, breaded or floured, broiled or baked, NS as to fat eaten",75,1,0.0,0.4,27,22.3,6.137,490,1.61,0.4
763,Pork steak or cutlet,"Pork steak or cutlet, breaded or floured, broiled or baked, lean and fat eaten",75,1,0.0,0.4,27,22.3,6.137,490,1.61,0.4
764,Pork steak or cutlet,"Pork steak or cutlet, breaded or floured, broiled or baked, lean only eaten",72,0,0.0,0.4,25,23.8,2.997,497,1.69,0.4
765,Pork steak or cutlet,"Pork steak or cutlet, breaded or floured, fried, NS as to fat eaten",99,18,0.0,1.0,60,21.07,6.721,539,2.12,1.46
766,Pork steak or cutlet,"Pork steak or cutlet, breaded or floured, fried, lean and fat eaten",97,18,0.0,1.0,58,20.61,7.79,527,2.08,1.43
767,Pork steak or cutlet,"Pork steak or cutlet, breaded or floured, fried, lean only eaten",95,17,0.0,1.0,57,21.78,5.333,532,2.14,1.43
768,Pork,"Pork, tenderloin, cooked, NS as to cooking method",72,0,0.0,0.0,6,26.9,1.656,593,0.98,0.0
769,Pork,"Pork, tenderloin, breaded, fried",84,16,0.0,0.9,48,21.95,6.234,563,1.86,1.34
770,Pork,"Pork, tenderloin, braised",71,0,0.0,0.0,5,27.24,1.022,549,1.25,0.0
771,Pork,"Pork, tenderloin, baked",72,0,0.0,0.0,6,26.9,1.656,593,0.98,0.0
772,Pork,"Pork, tenderloin, battered, fried",65,4,0.0,0.2,32,23.29,2.776,508,1.25,1.32
773,Ham,"Ham, fried, NS as to fat eaten",52,6,0.0,0.0,7,19.13,5.129,1128,1.05,1.09
774,Ham,"Ham, fried, lean and fat eaten",52,6,0.0,0.0,7,19.13,5.129,1128,1.05,1.09
775,Ham,"Ham, fried, lean only eaten",50,6,0.0,0.0,7,20.52,4.331,1219,0.84,0.99
776,Ham,"Ham, breaded or floured, fried, NS as to fat eaten",62,12,0.0,0.3,20,18.34,4.573,1036,1.4,1.35
777,Ham,"Ham, breaded or floured, fried, lean and fat eaten",62,12,0.0,0.3,20,18.34,4.573,1036,1.4,1.35
778,Ham,"Ham, breaded or floured, fried, lean only eaten",61,12,0.0,0.4,24,19.63,3.909,1134,1.21,1.39
779,Ham,"Ham, fresh, cooked, NS as to fat eaten",93,3,0.3,0.0,14,26.61,7.814,382,1.0,0.0
780,Ham,"Ham, fresh, cooked, lean and fat eaten",93,3,0.3,0.0,14,26.61,7.814,382,1.0,0.0
781,Ham,"Ham, fresh, cooked, lean only eaten",93,3,0.4,0.0,7,29.16,4.413,386,1.11,0.0
782,Ham,"Ham, smoked or cured, cooked, NS as to fat eaten",55,6,0.0,0.0,8,20.09,3.214,1348,1.11,1.04
783,Ham,"Ham, smoked or cured, cooked, lean and fat eaten",55,6,0.0,0.0,8,20.09,3.214,1348,1.11,1.04
784,Ham,"Ham, smoked or cured, cooked, lean only eaten",53,6,0.0,0.0,7,21.64,2.271,1286,0.88,1.05
785,Ham,"Ham, prosciutto",70,0,0.0,0.0,10,27.8,3.821,2695,1.11,0.0
786,Ham,"Ham, smoked or cured, canned, NS as to fat eaten",43,6,0.0,0.0,7,17.46,2.87,1231,0.87,1.0
787,Ham,"Ham, smoked or cured, canned, lean and fat eaten",43,6,0.0,0.0,7,17.46,2.87,1231,0.87,1.0
788,Ham,"Ham, smoked or cured, canned, lean only eaten",43,6,0.0,0.0,7,17.8,2.003,1223,0.89,1.0
789,Ham,"Ham, smoked or cured, ground patty",86,28,0.0,0.0,9,18.53,11.541,814,1.2,1.09
790,Pork roast,"Pork roast, NS as to cut, cooked, NS as to fat eaten",81,3,0.6,0.0,19,26.86,6.456,381,0.98,0.0
791,Pork roast,"Pork roast, NS as to cut, cooked, lean and fat eaten",81,3,0.6,0.0,19,26.86,6.456,381,0.98,0.0
792,Pork roast,"Pork roast, NS as to cut, cooked, lean only eaten",80,2,0.6,0.0,18,28.38,4.284,380,1.08,0.0
793,Pork roast,"Pork roast, loin, cooked, NS as to fat eaten",81,3,0.6,0.0,19,26.86,6.456,381,0.98,0.0
794,Pork roast,"Pork roast, loin, cooked, lean and fat eaten",81,3,0.6,0.0,19,26.86,6.456,381,0.98,0.0
795,Pork roast,"Pork roast, loin, cooked, lean only eaten",80,2,0.6,0.0,18,28.38,4.284,380,1.08,0.0
796,Fried pork chunks,"Fried pork chunks, Puerto Rican style",109,1,0.5,0.1,15,35.33,4.874,489,0.74,0.03
797,Pork roast,"Pork roast, shoulder, cooked, NS as to fat eaten",89,2,0.5,0.0,24,23.09,9.391,390,1.31,0.0
798,Pork roast,"Pork roast, shoulder, cooked, lean and fat eaten",89,2,0.5,0.0,24,23.09,9.391,390,1.31,0.0
799,Pork roast,"Pork roast, shoulder, cooked, lean only eaten",89,2,0.6,0.0,18,25.12,6.119,397,1.49,0.0
800,Pork roast,"Pork roast, smoked or cured, cooked, NS as to fat eaten",57,0,0.0,0.0,8,21.97,3.74,1385,1.4,0.0
801,Pork roast,"Pork roast, smoked or cured, cooked, lean and fat eaten",57,0,0.0,0.0,8,21.97,3.74,1385,1.4,0.0
802,Pork roast,"Pork roast, smoked or cured, cooked, lean only eaten",55,0,0.0,0.0,7,25.05,2.53,1327,0.94,0.0
803,Pork roll,"Pork roll, cured, fried",69,0,0.0,0.0,0,13.07,14.18,1377,0.63,0.0
804,Canadian bacon,"Canadian bacon, cooked",67,0,0.0,0.0,7,28.31,1.255,993,0.56,1.2
805,Bacon,"Bacon, NS as to type of meat, cooked",99,11,0.0,0.0,11,33.92,15.53,1684,0.95,0.0
806,Bacon,"Bacon, NS as to type of meat, reduced sodium, cooked",100,8,24.0,0.0,10,13.33,8.571,900,0.72,0.0
807,Pork bacon,"Pork bacon, NS as to fresh, smoked or cured, cooked",99,11,0.0,0.0,11,33.92,15.53,1684,0.95,0.0
808,Pork bacon,"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",110,11,0.0,0.0,11,37.04,18.52,1030,1.44,0.0
809,Pork bacon,"Pork bacon, smoked or cured, cooked",99,11,0.0,0.0,11,33.92,15.53,1684,0.95,0.0
810,Bacon or side pork,"Bacon or side pork, fresh, cooked",99,11,0.0,0.0,11,33.92,15.53,1684,0.95,0.0
811,Pork bacon,"Pork bacon, smoked or cured, reduced sodium, cooked",110,11,0.0,0.0,11,37.04,18.52,1030,1.44,0.0
812,Salt pork,"Salt pork, cooked",84,9,0.0,0.0,11,2.68,36.64,2039,0.17,0.0
813,Fat back,"Fat back, cooked",84,9,0.0,0.0,11,2.68,36.64,2039,0.17,0.0
814,Pork,"Pork, spareribs, cooked, NS as to fat eaten",120,3,0.0,0.0,47,28.82,13.368,415,1.84,0.0
815,Pork,"Pork, spareribs, cooked, lean and fat eaten",120,3,0.0,0.0,47,28.82,13.368,415,1.84,0.0
816,Pork,"Pork, spareribs, cooked, lean only eaten",78,2,0.0,0.0,51,28.79,5.323,394,0.86,0.0
817,Pork,"Pork, spareribs, barbecued, with sauce, NS as to fat eaten",88,6,0.2,0.3,45,21.45,9.855,389,1.55,10.39
818,Pork,"Pork, spareribs, barbecued, with sauce, lean and fat eaten",88,6,0.2,0.3,45,21.45,9.855,389,1.55,10.39
819,Pork,"Pork, spareribs, barbecued, with sauce, lean only eaten",73,3,0.2,0.3,29,19.63,4.546,365,1.55,10.39
820,Pork,"Pork, cracklings, cooked",99,11,0.0,0.0,11,33.92,15.53,1684,0.95,0.0
821,Pork ears,"Pork ears, tail, head, snout, miscellaneous parts, cooked",87,2,0.1,0.0,20,26.14,5.926,379,1.1,0.0
822,Pork,"Pork, neck bones, cooked",68,1,0.0,0.0,14,25.85,3.499,666,1.02,0.0
823,Pork,"Pork, pig's feet, cooked",106,0,0.0,0.0,0,21.76,7.938,395,0.97,0.0
824,Pork,"Pork, pig's feet, pickled",83,11,0.0,0.0,32,11.63,5.677,946,0.31,0.0
825,Pork,"Pork, pig's hocks, cooked",85,4,0.0,0.0,16,24.67,6.122,418,0.91,0.0
826,Pork skin rinds,Pork skin rinds,95,12,0.5,0.0,30,61.3,14.78,1818,0.88,0.0
827,Pork skin,"Pork skin, boiled",78,24,0.0,0.0,22,7.0,28.746,378,0.46,0.0
828,Ham,"Ham, baby food, strained",24,2,2.1,0.0,6,11.3,1.803,44,1.03,0.0
829,Meat stick,"Meat stick, baby food",70,21,2.4,0.2,34,13.4,6.48,267,1.38,0.8
830,Lamb,"Lamb, NS as to cut, cooked",96,0,0.0,0.0,17,24.32,8.747,394,1.86,0.0
831,Lamb chop,"Lamb chop, NS as to cut, cooked, NS as to fat eaten",99,0,0.0,0.0,20,24.96,9.619,399,1.8,0.0
832,Lamb chop,"Lamb chop, NS as to cut, cooked, lean and fat eaten",99,0,0.0,0.0,20,24.96,9.619,399,1.8,0.0
833,Lamb chop,"Lamb chop, NS as to cut, cooked, lean only eaten",94,0,0.0,0.0,19,29.74,4.225,406,1.98,0.0
834,Lamb,"Lamb, loin chop, cooked, NS as to fat eaten",99,0,0.0,0.0,20,24.96,9.619,399,1.8,0.0
835,Lamb,"Lamb, loin chop, cooked, lean and fat eaten",99,0,0.0,0.0,20,24.96,9.619,399,1.8,0.0
836,Lamb,"Lamb, loin chop, cooked, lean only eaten",94,0,0.0,0.0,19,29.74,4.225,406,1.98,0.0
837,Lamb,"Lamb, shoulder chop, cooked, NS as to fat eaten",91,0,0.0,0.0,20,22.32,8.102,388,1.95,0.0
838,Lamb,"Lamb, shoulder chop, cooked, lean and fat eaten",91,0,0.0,0.0,20,22.32,8.102,388,1.95,0.0
839,Lamb,"Lamb, shoulder chop, cooked, lean only eaten",86,0,0.0,0.0,19,24.73,4.324,390,2.11,0.0
840,Lamb,"Lamb, ribs, cooked, lean only eaten",90,0,0.0,0.0,16,27.51,5.167,407,2.19,0.0
841,Lamb,"Lamb, ribs, cooked, NS as to fat eaten",98,0,0.0,0.0,19,21.95,12.019,398,1.86,0.0
842,Lamb,"Lamb, ribs, cooked, lean and fat eaten",98,0,0.0,0.0,19,21.95,12.019,398,1.86,0.0
843,Lamb hocks,"Lamb hocks, cooked",105,0,0.0,0.0,20,28.13,5.633,394,2.12,0.0
844,Lamb,"Lamb, roast, cooked, NS as to fat eaten",92,0,0.0,0.0,16,23.83,7.502,388,1.96,0.0
845,Lamb,"Lamb, roast, cooked, lean and fat eaten",92,0,0.0,0.0,16,23.83,7.502,388,1.96,0.0
846,Lamb,"Lamb, roast, cooked, lean only eaten",87,0,0.0,0.0,14,26.4,3.843,390,2.11,0.0
847,Lamb,"Lamb, ground or patty, cooked",96,0,0.0,0.0,22,24.54,8.251,403,1.78,0.0
848,Goat,"Goat, boiled",74,0,0.0,0.0,17,26.87,1.349,408,3.7,0.0
849,Goat,"Goat, fried",73,0,0.0,0.0,17,26.46,1.683,401,3.64,0.0
850,Goat,"Goat, baked",74,0,0.0,0.0,17,26.87,1.349,408,3.7,0.0
851,Goat head,"Goat head, cooked",1064,2,3.4,0.0,15,21.82,1.519,415,3.23,0.0
852,Goat ribs,"Goat ribs, cooked",74,0,0.0,0.0,17,26.87,1.349,408,3.7,0.0
853,Veal,"Veal, NS as to cut, cooked, NS as to fat eaten",113,0,0.0,0.0,22,29.85,4.363,409,1.14,0.0
854,Veal,"Veal, NS as to cut, cooked, lean and fat eaten",113,0,0.0,0.0,22,29.85,4.363,409,1.14,0.0
855,Veal,"Veal, NS as to cut, cooked, lean only eaten",117,0,0.0,0.0,24,31.63,2.33,411,1.15,0.0
856,Veal chop,"Veal chop, NS as to cooking method, NS as to fat eaten",102,0,0.0,0.0,19,24.59,4.74,415,0.86,0.0
857,Veal chop,"Veal chop, NS as to cooking method, lean and fat eaten",102,0,0.0,0.0,19,24.59,4.74,415,0.86,0.0
858,Veal chop,"Veal chop, NS as to cooking method, lean only eaten",105,0,0.0,0.0,21,26.1,2.469,418,0.84,0.0
859,Veal chop,"Veal chop, fried, NS as to fat eaten",112,10,0.0,0.3,39,27.29,3.39,454,1.64,0.57
860,Veal chop,"Veal chop, fried, lean and fat eaten",112,10,0.0,0.3,39,27.29,3.39,454,1.64,0.57
861,Veal chop,"Veal chop, fried, lean only eaten",113,10,0.0,0.2,39,28.41,2.16,455,1.64,0.57
862,Veal chop,"Veal chop, broiled, NS as to fat eaten",102,0,0.0,0.0,19,24.59,4.74,415,0.86,0.0
863,Veal chop,"Veal chop, broiled, lean and fat eaten",102,0,0.0,0.0,19,24.59,4.74,415,0.86,0.0
864,Veal chop,"Veal chop, broiled, lean only eaten",105,0,0.0,0.0,21,26.1,2.469,418,0.84,0.0
865,Veal cutlet or steak,"Veal cutlet or steak, NS as to cooking method, NS as to fat eaten",119,0,0.0,0.0,7,33.67,2.772,393,1.09,0.0
866,Veal cutlet or steak,"Veal cutlet or steak, NS as to cooking method, lean and fat eaten",133,0,0.0,0.0,8,35.86,2.34,389,1.31,0.0
867,Veal cutlet or steak,"Veal cutlet or steak, NS as to cooking method, lean only eaten",106,0,0.0,0.0,7,32.89,1.636,399,0.86,0.0
868,Veal cutlet or steak,"Veal cutlet or steak, broiled, NS as to fat eaten",102,0,0.0,0.0,6,27.47,1.716,390,0.9,0.0
869,Veal cutlet or steak,"Veal cutlet or steak, broiled, lean and fat eaten",102,0,0.0,0.0,6,27.47,1.716,390,0.9,0.0
870,Veal cutlet or steak,"Veal cutlet or steak, broiled, lean only eaten",106,0,0.0,0.0,7,32.89,1.636,399,0.86,0.0
871,Veal cutlet or steak,"Veal cutlet or steak, fried, NS as to fat eaten",112,10,0.0,0.3,39,27.29,3.39,454,1.64,0.57
872,Veal cutlet or steak,"Veal cutlet or steak, fried, lean and fat eaten",112,10,0.0,0.3,39,27.29,3.39,454,1.64,0.57
873,Veal cutlet or steak,"Veal cutlet or steak, fried, lean only eaten",106,0,0.0,0.0,7,32.89,1.636,399,0.86,0.0
874,Veal,"Veal, roasted, NS as to fat eaten",113,0,0.0,0.0,22,29.85,4.363,409,1.14,0.0
875,Veal,"Veal, roasted, lean and fat eaten",113,0,0.0,0.0,22,29.85,4.363,409,1.14,0.0
876,Veal,"Veal, roasted, lean only eaten",105,0,0.0,0.0,21,26.1,2.469,418,0.84,0.0
877,Veal,"Veal, ground or patty, cooked",102,0,0.0,0.0,17,24.18,2.816,405,0.98,0.0
878,Mock chicken legs,"Mock chicken legs, cooked",87,3,0.1,0.2,22,20.75,5.618,578,1.13,0.02
879,Veal patty,"Veal patty, breaded, cooked",79,9,0.0,0.5,38,22.23,7.555,432,1.42,0.75
880,Rabbit,"Rabbit, NS as to domestic or wild, cooked",86,0,0.0,0.0,20,30.25,2.261,199,2.36,0.0
881,Rabbit,"Rabbit, domestic, NS as to cooking method",86,0,0.0,0.0,20,30.25,2.261,199,2.36,0.0
882,Rabbit,"Rabbit, NS as to domestic or wild, breaded, fried",76,0,0.0,0.3,31,27.65,3.879,329,2.43,0.44
883,Rabbit,"Rabbit, wild, cooked",122,0,0.0,0.0,18,32.88,0.946,207,4.83,0.0
884,Venison/deer,"Venison/deer, NFS",112,0,0.0,0.0,6,36.08,0.89,267,4.98,0.0
885,Venison/deer,"Venison/deer, cured",110,0,0.0,0.0,7,35.11,0.983,1199,4.85,0.0
886,Venison/deer,"Venison/deer, roasted",112,0,0.0,0.0,6,36.08,0.89,267,4.98,0.0
